ITEC102,ITEC103,ITEC205,ITEL201,ITEC204,ITEP204,GEC106,ITEP205,ITEL203,GEC108,ITEP203,ITEP207,Label
1.5,1.5,1.5,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,2,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,2,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,2,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,2,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,2,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,2,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,2,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,2,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,2,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,1.75,2,2,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.5,1.5,1.5,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,2.5,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,2,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.5,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.5,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,1.75,1.75,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.75,2,2,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.5,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,2,1.75,1.5,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,2.5,2.5,2.5,2.5,2.5,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.25,1.25,1.25,1.25,1.25,1.25,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.5,1.5,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2,2,2,2,2,2,2,2,2,2,2,2,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1,1,1,1,1,1,1,1,1,1,1,1,WMAD
1.5,1.75,1.75,2,2,1.75,1.5,1.25,1.5,1.25,1.75,2,AMG
1.25,1.5,1.75,1.75,2,1.75,1.5,1.25,1.5,1.75,1.75,2,AMG
1.75,1.5,1.5,1.75,2.25,1.75,1.75,1,1.25,1.75,1.75,2,AMG
2,1.75,2,2.25,2.5,2,1.75,1.75,2,1.5,2.25,1.75,AMG
2,2.25,2.25,2.5,2,1.75,1.5,1.75,1.75,1.75,2,1.75,AMG
2.25,1.75,1.75,2.25,1.5,2.25,2,1.75,1.75,1.5,2.25,2,AMG
1.25,1.5,1.5,2,2,1.75,1.25,1.25,1.5,2,1.75,1.75,AMG
1.5,1.75,1.75,1.75,2,2,1.5,1.25,1.25,1.75,1.5,1.75,AMG
2,1.75,2,2,2.25,2,1.75,1.75,1.5,1.75,2,2,AMG
1.5,1.5,1.5,2,2,1.75,1.75,1.5,1.5,2,1.75,1.75,AMG
1.25,1.5,1.5,1.75,2,1.75,1.25,1.5,1.75,2,1.75,1.75,AMG
2,1.75,1.75,2,2,1.75,1.75,1.75,1.75,2,2,1.75,AMG
1.5,2,1.75,2,2.25,2,1.5,1.5,1.5,1.75,1.75,1.75,AMG
1.25,1.5,1.5,1.75,2,2,1.25,1.25,1.5,1.75,1.5,2,AMG
1.5,1.5,1.5,2,2,1.75,1.5,1.5,1.25,1.5,1.75,1.75,AMG
1.75,2,2,2.25,2.25,2,1.75,2,1.75,2,2.25,2.5,AMG
1.75,2.25,1.75,2,1.75,2,1.25,1.25,1.5,2,1.75,1.75,AMG
1.75,2,2,2.25,2,2,1.5,1.75,1.5,2,2.25,2,AMG
2,2,1.75,2,2.25,2,1.5,1.25,1.5,2,1.75,2,AMG
1.5,1.5,1.75,2,2,1.75,1.25,1.25,1.5,2,1.75,1.75,AMG
1.75,1.75,2,2,1.75,2,1.5,1.5,1.5,2,1.75,2.25,AMG
1.5,1.75,1.75,2,1.75,2,1.5,1.5,1.25,1.75,2,1.75,AMG
2,2.25,2.25,2.5,2,1.75,1.5,1.75,1.75,1.75,2,1.75,AMG
1.5,1.75,1.5,1.75,2,1.75,1.25,1.25,1.5,1.75,1.75,1.75,AMG
1.25,1.5,1.75,2,2,1.75,1.25,1.5,1.5,2,1.75,1.5,AMG
1.75,1.75,1.5,2,1.75,1.75,1.25,1.5,1.5,2,1.75,1.75,AMG
1.5,1.75,2,2,2.25,2,1.5,1.5,1.5,2,1.75,2.25,AMG
2,1.75,2,2.25,2,2,1.5,1.5,1.75,2,2.25,1.75,AMG
2.25,2,2.25,2,2,1.75,1.5,1.5,1.75,2,2,1.75,AMG
1.25,1.75,1.75,2,2,1.75,1.5,1.75,1.5,2,1.75,1.75,AMG
1.75,2,2,2,2.25,1.75,1.5,1.25,1.5,1.75,1.75,2,AMG
1.5,1.5,1.75,2,2,1.75,1.25,1.25,1.5,1.75,1.75,1.5,AMG
1,1,1,1.25,1.25,1.25,1,1,1,1.25,1.25,1.25,AMG
1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,1.25,1.25,1.25,AMG
1.25,1.25,1.25,1.25,1.25,1.25,1,1,1,1.25,1.25,1.25,AMG
1.25,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1.5,1.5,1.5,AMG
1.25,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1.5,1.5,1.5,AMG
1.25,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1.5,1.5,1.5,AMG
1.25,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1.5,1.5,1.5,AMG
1.25,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1.5,1.5,1.5,AMG
1.25,1.25,1.25,1.5,1.5,1.5,1.25,1.25,1,1.5,1.5,1.5,AMG
